id,name,source_ids,source_match,original_category,current_category,geometry_preserved,id_preserved,status
osm-way-475283694,ローソン防府植松店,way/475283694,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-476470561,ドン・キホーテ,way/476470561,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-477271573,斉藤外科眼科,way/477271573,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-477971690,まるき,way/477971690,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-477971915,ダイレックス宇部店,way/477971915,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-477971916,ディスカウントドラッグコスモス厚南店,way/477971916,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-483624725,ハローデイ,way/483624725,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-483624740,ローソン 下関稗田中町店,way/483624740,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-483625943,レッドキャベツ,way/483625943,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-483838362,レッドキャベツ 上田中店,way/483838362,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-483838363,セブン-イレブン,way/483838363,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-484470900,下関市立中央病院,way/484470900,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-486918961,クスリ岩崎チェーン 下関武久店,way/486918961,saved_osm_element,pharmacy,pharmacy,True,True,pending
osm-way-493966536,土屋医院,way/493966536,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-496416479,ドラッグコスモス矢原店,way/496416479,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-497321537,ローソン,way/497321537,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-497372638,セブンイレブン岩国平田店,way/497372638,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-498985279,医療法人和同会　山口リハビリテーション病院,way/498985279,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-505005016,セブンイレブン 下関武久店,way/505005016,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-505005619,マルショク 新垢田店,way/505005619,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-505263873,山口天伸堂,way/505263873,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-515305347,セブン-イレブン,way/515305347,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-522788377,光山医院,way/522788377,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-522788381,アルク山口店,way/522788381,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-547913492,Fresta Mall,way/547913492,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-547913494,(株）フレスタ室の木店,way/547913494,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-548874079,コープやまぐちここと,way/548874079,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-548945589,セブン-イレブン,way/548945589,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-549063054,ローソン,way/549063054,saved_osm_element,convenience,convenience,True,True,retained
osm-way-549103339,岡本医院,way/549103339,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549154583,ドラッグストアモリ,way/549154583,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-549154587,ディスカウントドラッグコスモス,way/549154587,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-549154604,ディスカウントドラッグコスモス,way/549154604,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-549154606,江本内科,way/549154606,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549154607,江本智子ウィメンズクリニック,way/549154607,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549154608,フォルテ薬局,way/549154608,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-549154625,かりん薬局,way/549154625,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-549154626,ふじもと内科胃腸科医院,way/549154626,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549154627,近本眼科,way/549154627,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549534088,ローソン,way/549534088,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-549537614,佐村薬局,way/549537614,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-549554510,いそべ整形外科,way/549554510,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549554511,今村皮膚科形成外科医院,way/549554511,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-549554514,セブンイレブン,way/549554514,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-549729404,ローソン,way/549729404,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-549732197,森重整形外科,way/549732197,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-550206187,セブン-イレブン,way/550206187,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-550383090,ディスカウントドラッグコスモス,way/550383090,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-550383091,フジ,way/550383091,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-550400122,7-Eleven,way/550400122,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-551528862,わかば薬局,way/551528862,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-551528863,ニコニコ耳鼻科,way/551528863,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-551528864,野瀬内科小児科,way/551528864,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-552712570,セブン-イレブン,way/552712570,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-552712571,ローソン,way/552712571,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-553055010,東整形外科医院,way/553055010,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-553055014,永田消化器内科クリニック,way/553055014,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-553055015,田中小児科医院,way/553055015,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-553055016,セブンイレブン,way/553055016,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-555622792,ドレミ薬局,way/555622792,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-555622794,徳久内科医院,way/555622794,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-555622803,寺西眼科,way/555622803,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-555889201,綜合病院山口赤十字病院,way/555889201,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-555901368,山口県漁業協同組合 阿知須支店,way/555901368,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-557165589,和同会防府温泉病院,way/557165589,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-560979794,セブンイレブン,way/560979794,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-560979795,しま産婦人科,way/560979795,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-560979798,セブン-イレブン,way/560979798,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-560979799,ディスカウントドラッグコスモス 小松原店,way/560979799,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-560984476,セブン-イレブン,way/560984476,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-561213200,壽薬局,way/561213200,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-561213209,宇部市休日・夜間救急診療所,way/561213209,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-561432834,壱番薬局,way/561432834,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-561529898,アトラス萩,way/561529898,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-561533121,クスリ岩崎チェーン,way/561533121,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-561533122,キヌヤ,way/561533122,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-561681883,エムラ,way/561681883,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-561705079,コープやまぐちここと,way/561705079,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-561705111,坂本耳鼻咽喉科医院,way/561705111,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-561705134,山口井筒屋,way/561705134,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-561892750,中村整形外科,way/561892750,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-561981534,ビオス薬局,way/561981534,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-561981542,えさき内科クリニック,way/561981542,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-562104060,ウォンツ,way/562104060,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-562104063,長谷川眼科クリニック,way/562104063,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-562664549,A-プライス,way/562664549,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-562664551,百菜屋,way/562664551,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-562673295,セブン-イレブン,way/562673295,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-567353498,アルク,way/567353498,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-571604485,サンキュードラッグ 上田中町薬局,way/571604485,saved_osm_element,pharmacy,pharmacy,True,True,pending
osm-way-571606122,ローソン 下関椋野町三丁目店,way/571606122,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-574378099,聖比留会厚南セントヒル病院,way/574378099,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-579745077,Ｒｙｕ接骨院,way/579745077,saved_osm_element,clinic,reference,True,True,pending
osm-way-600688031,ディスカウントドラッグ コスモス,way/600688031,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-600969423,サンキュードラッグ,way/600969423,saved_osm_element,pharmacy,pharmacy,True,True,pending
osm-way-613970118,セブンイレブン 下関生野町店,way/613970118,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-613971564,セブンイレブン 下関幡生店,way/613971564,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-613971823,ココカラファイン 下関生野店,way/613971823,saved_osm_element,pharmacy,pharmacy,True,True,pending
osm-way-618928000,マルキュウ,way/618928000,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-620189510,ローソン,way/620189510,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-620195658,セブンイレブン,way/620195658,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-620384764,ウェスタまるき,way/620384764,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-621681066,ウェスタまるき楠店,way/621681066,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-638999500,わたなべ泌尿器科,way/638999500,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-638999567,長谷川眼科,way/638999567,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-638999568,ファミリー薬局,way/638999568,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-646295775,みずほ薬局,way/646295775,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-661710555,Family Mart,way/661710555,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-661710556,セブン-イレブン 岩国旭町店,way/661710556,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-661710566,AEON BIG,way/661710566,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-661710569,セブン-イレブン 岩国旭町店,way/661710569,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-661710574,セブン-イレブン 岩国旭町店,way/661710574,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-663128839,Daily Yamazaki,way/663128839,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-663128840,ローソン,way/663128840,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-663128841,Daily Yamazaki,way/663128841,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-667222392,セブン-イレブン,way/667222392,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-667784317,セブン-イレブン,way/667784317,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-672454065,セブン-イレブン,way/672454065,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-687887362,セブンイレブン,way/687887362,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-696532777,セブン-イレブン,way/696532777,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-696533713,セブン-イレブン,way/696533713,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-701748087,ファミリーマート,way/701748087,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-704720045,スーパーよしもと,way/704720045,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-712039626,セブン-イレブン,way/712039626,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-713427957,ゆめマート,way/713427957,saved_osm_element,mall,mall,True,True,no_rule_flag
osm-way-713427964,アルク,way/713427964,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-713964450,ファミリーマート,way/713964450,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-722384492,光輝会 光輝病院,way/722384492,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-741220125,ローソン,way/741220125,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-741436753,マックスバリュ,way/741436753,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-756496408,セブン-イレブン,way/756496408,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-813007732,セブン-イレブン,way/813007732,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-832297297,ひらた内科クリニック,way/832297297,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-835206339,ローソン,way/835206339,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-842044096,ファミリーマート,way/842044096,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-862156871,アルク厚南店,way/862156871,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-862156891,ファミリーマート,way/862156891,saved_osm_element,convenience,convenience,True,True,retained
osm-way-862156906,厚南薬局,way/862156906,saved_osm_element,pharmacy,pharmacy,True,True,no_rule_flag
osm-way-862156921,セブン-イレブン,way/862156921,saved_osm_element,convenience,convenience,True,True,retained
osm-way-880501227,コスモス,way/880501227,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
osm-way-902276772,ファミリーマート,way/902276772,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-922754844,なかの耳鼻咽喉科,way/922754844,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-922754902,のむら大腸肛門クリニック,way/922754902,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-922754903,おぎの歯科,way/922754903,saved_osm_element,clinic,clinic,True,True,no_rule_flag
osm-way-92831078,アルク,way/92831078,saved_osm_element,supermarket,supermarket,True,True,no_rule_flag
osm-way-933953281,岩国市立錦中央病院,way/933953281,saved_osm_element,hospital,hospital,True,True,no_rule_flag
osm-way-960026179,ローソン,way/960026179,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-960026633,セブン-イレブン,way/960026633,saved_osm_element,convenience,convenience,True,True,no_rule_flag
osm-way-977339931,サンドラッグ,way/977339931,saved_osm_element,drugstore,drugstore,True,True,no_rule_flag
