文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
A243310000017,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園九州学院みどり幼稚園,熊本県熊本市中央区大江５丁目３－３６,8620971,2020-12-22,,43A021,
A243310000026,A2(こども),43(熊本),3(私),1(本),認定こども園ルーテル学院幼稚園,熊本県熊本市中央区黒髪３丁目１２－１６,8608520,2020-12-22,,43A022,
A243310000035,A2(こども),43(熊本),3(私),1(本),認定こども園神水幼稚園,熊本県熊本市中央区神水１丁目１４－１,8620954,2020-12-22,,43A023,
A243310000044,A2(こども),43(熊本),3(私),1(本),第一幼稚園,熊本県熊本市中央区坪井４丁目２０－２２,8600863,2020-12-22,,43A024,
A243310000053,A2(こども),43(熊本),3(私),1(本),認定こども園東海大学付属熊本かもめ幼稚園,熊本県熊本市中央区帯山７丁目１３－４１,8620924,2020-12-22,,43A025,
A243310000062,A2(こども),43(熊本),3(私),1(本),認定こども園めぐみ幼稚園,熊本県熊本市東区水源２丁目２－１,8620907,2020-12-22,,43A026,
A243310000071,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園ことう,熊本県熊本市東区湖東１丁目１２－２６,8620909,2020-12-22,,43A027,
A243310000080,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園ことうだいに,熊本県熊本市東区健軍３丁目３６－１４,8620911,2020-12-22,,43A028,
A243310000099,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園にしばる,熊本県熊本市東区新南部３丁目３－５１,8618028,2020-12-22,,43A029,
A243310000106,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園とうぶ,熊本県熊本市東区花立５丁目４－９３,8620918,2020-12-22,,43A030,
A243310000115,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園くるみ幼稚園,熊本県熊本市東区渡鹿８丁目１－１８,8620970,2020-12-22,,43A031,
A243310000124,A2(こども),43(熊本),3(私),1(本),認定こども園エンゼル保育園,熊本県熊本市東区佐土原１丁目２２－２０,8620916,2020-12-22,,43A032,
A243310000133,A2(こども),43(熊本),3(私),1(本),やまなみ,熊本県熊本市東区戸島西２丁目３－５０,8618043,2020-12-22,,43A033,
A243310000142,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園西部音楽幼稚園,熊本県熊本市西区中原町６８６,8615271,2020-12-22,,43A034,
A243310000151,A2(こども),43(熊本),3(私),1(本),城山幼稚園,熊本県熊本市西区城山大塘１丁目２１－１,8600067,2020-12-22,,43A035,
A243310000160,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園城山保育園,熊本県熊本市西区上代６丁目９－１,8600068,2020-12-22,,43A036,
A243310000179,A2(こども),43(熊本),3(私),1(本),芳野保育園,熊本県熊本市西区河内町岳８８０,8615344,2020-12-22,,43A037,
A243310000188,A2(こども),43(熊本),3(私),1(本),田迎こども園,熊本県熊本市南区良町１丁目２２－１,8620969,2020-12-22,,43A038,
A243310000197,A2(こども),43(熊本),3(私),1(本),第二幼稚園,熊本県熊本市北区清水東町１０－４５,8618065,2020-12-22,,43A039,
A243310000204,A2(こども),43(熊本),3(私),1(本),ほくぶ幼稚園,熊本県熊本市北区鹿子木町３５６,8615521,2020-12-22,,43A040,
A243310000213,A2(こども),43(熊本),3(私),1(本),喜育こども園,熊本県熊本市北区植木町一木４３－２,8610135,2020-12-22,,43A041,
A243310000222,A2(こども),43(熊本),3(私),1(本),山東こども園,熊本県熊本市北区植木町有泉８２９,8610123,2020-12-22,,43A042,
A243310000231,A2(こども),43(熊本),3(私),1(本),蓮の実こども園,熊本県熊本市北区植木町植木３４３,8610132,2020-12-22,,43A043,
A243310000240,A2(こども),43(熊本),3(私),1(本),武蔵ヶ丘こども園,熊本県熊本市北区武蔵ヶ丘５丁目１５－８,8618001,2020-12-22,,43A044,
A243310000259,A2(こども),43(熊本),3(私),1(本),あいだこども園,熊本県人吉市東間上町２７８９,8680043,2020-12-22,,43A045,
A243310000268,A2(こども),43(熊本),3(私),1(本),さざなみ保育園,熊本県人吉市下戸越町１６３２－１,8680077,2020-12-22,,43A046,
A243310000277,A2(こども),43(熊本),3(私),1(本),せん月保育園,熊本県人吉市矢黒町１６０２－１,8680075,2020-12-22,,43A047,
A243310000286,A2(こども),43(熊本),3(私),1(本),人吉こども園,熊本県人吉市願成寺町９５６,8680022,2020-12-22,,43A049,
A243310000295,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園みやじま幼稚園,熊本県荒尾市万田９１８－１,8640002,2020-12-22,,43A050,
A243310000302,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園岱明幼稚園,熊本県玉名市岱明町大野下２６６－２,8690224,2020-12-22,,43A051,
A243310000311,A2(こども),43(熊本),3(私),1(本),認定こども園玉名ルーテル幼稚園,熊本県玉名市繁根木２１,8650051,2020-12-22,,43A052,
A243310000320,A2(こども),43(熊本),3(私),1(本),学校法人岡田学園認定こども園白梅幼稚園,熊本県宇城市不知火町長崎２２０９－１,8690562,2020-12-22,,43A053,
A243310000339,A2(こども),43(熊本),3(私),1(本),肥後菊幼稚園,熊本県宇城市松橋町萩尾２０５６,8690513,2020-12-22,,43A054,
A243310000348,A2(こども),43(熊本),3(私),1(本),合志こども園,熊本県合志市幾久富１６４７－９６,8611112,2020-12-22,,43A055,
A243310000357,A2(こども),43(熊本),3(私),1(本),中原こども園,熊本県人吉市下原田町原の前１１６８,8680086,2020-12-22,,43A056,
A243310000366,A2(こども),43(熊本),3(私),1(本),荒尾めぐみ幼稚園,熊本県荒尾市増永６４７－２,8640032,2020-12-22,,43A057,
A243310000375,A2(こども),43(熊本),3(私),1(本),さわらびこども園,熊本県水俣市陣内２－２－１,8670011,2020-12-22,,43A058,
A243310000384,A2(こども),43(熊本),3(私),1(本),中央保育園西方寺認定こども園,熊本県水俣市古城２－７－７,8670012,2020-12-22,,43A059,
A243310000393,A2(こども),43(熊本),3(私),1(本),まこと幼稚園,熊本県宇城市松橋町豊福１０１７－３,8690524,2020-12-22,,43A060,
A243310000400,A2(こども),43(熊本),3(私),1(本),尚絅大学附属こども園,熊本県菊池郡菊陽町武蔵ヶ丘北２－８－１,8691112,2020-12-22,,43A061,
A243310000419,A2(こども),43(熊本),3(私),1(本),あじさい保育幼稚園,熊本県上益城郡益城町安永４４７－６,8612231,2020-12-22,,43A062,
A243310000428,A2(こども),43(熊本),3(私),1(本),慈光こども園,熊本県球磨郡湯前町１９６２－１,8680621,2020-12-22,,43A063,
A243310000437,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園聖母幼稚園,熊本県熊本市東区南町１３－７,8620905,2020-12-22,,43A064,
A243310000446,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園恵水幼稚園,熊本県熊本市南区御幸笛田３－１３－１２,8614172,2020-12-22,,43A065,
A243310000455,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園城北幼稚園,熊本県熊本市北区清水新地２－８－２,8618075,2020-12-22,,43A066,
A243310000464,A2(こども),43(熊本),3(私),1(本),寺原保育園,熊本県熊本市中央区坪井５丁目１３－６,8600863,2020-12-22,,43A067,
A243310000473,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園シオン,熊本県熊本市中央区新町４丁目７－３５,8600004,2020-12-22,,43A068,
A243310000482,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園くほんじこども園,熊本県熊本市中央区八王寺町５１－３５,8600831,2020-12-22,,43A069,
A243310000491,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園ひばり,熊本県熊本市東区山ノ内１丁目１－８７,8620914,2020-12-22,,43A070,
A243310000507,A2(こども),43(熊本),3(私),1(本),やまばとこども園,熊本県熊本市東区御領２丁目１２－２０,8618035,2020-12-22,,43A071,
A243310000516,A2(こども),43(熊本),3(私),1(本),木の葉こども園,熊本県熊本市東区石原２丁目５－３１,8618046,2020-12-22,,43A072,
A243310000525,A2(こども),43(熊本),3(私),1(本),つばめこども園,熊本県熊本市東区長嶺南７丁目７－１５,8618039,2020-12-22,,43A073,
A243310000534,A2(こども),43(熊本),3(私),1(本),なぎさこども園,熊本県熊本市東区江津１丁目７－２５,8620942,2020-12-22,,43A074,
A243310000543,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園ふわわ,熊本県熊本市東区桜木１丁目１１－２１,8612101,2020-12-22,,43A075,
A243310000552,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園こずえ保育園,熊本県熊本市西区新土河原１丁目７－２０,8600056,2020-12-22,,43A076,
A243310000561,A2(こども),43(熊本),3(私),1(本),かおるこども園,熊本県熊本市西区中島町２０５６－２,8615272,2020-12-22,,43A077,
A243310000570,A2(こども),43(熊本),3(私),1(本),仁愛幼育園,熊本県熊本市南区薄場１丁目１４－１０,8614131,2020-12-22,,43A078,
A243310000589,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園力合さくら子ども園,熊本県熊本市南区合志３丁目６－２６,8614111,2020-12-22,,43A079,
A243310000598,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園こじか園,熊本県熊本市南区南高江７丁目９－３０,8614106,2020-12-22,,43A080,
A243310000605,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園モロナイ保育園,熊本県熊本市南区八分字町６１８,8615253,2020-12-22,,43A081,
A243310000614,A2(こども),43(熊本),3(私),1(本),五丁こども園,熊本県熊本市北区貢町６６番地１,8615535,2020-12-22,,43A082,
A243310000623,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園亀の子幼稚園,熊本県熊本市西区谷尾崎町４１５,8600044,2020-12-22,,43A083,
A243310000632,A2(こども),43(熊本),3(私),1(本),高平幼稚園,熊本県熊本市北区高平２－２０－３２,8600085,2020-12-22,,43A084,
A243310000641,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園帯山のぎくこども園,熊本県熊本市中央区帯山４－５５－１７,8620924,2020-12-22,,43A085,
A243310000650,A2(こども),43(熊本),3(私),1(本),大江こども園,熊本県熊本市中央区大江２－１－１８,8620971,2020-12-22,,43A086,
A243310000669,A2(こども),43(熊本),3(私),1(本),きよめこども園,熊本県熊本市中央区国府２－６－３１,8620949,2020-12-22,,43A087,
A243310000678,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園かっぱこどもえん,熊本県熊本市中央区保田窪１－２－１０１,8620926,2020-12-22,,43A088,
A243310000687,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園誠櫻幼愛園,熊本県熊本市西区春日６－２２－１,8600047,2020-12-22,,43A089,
A243310000696,A2(こども),43(熊本),3(私),1(本),認定こども園第一幼育園,熊本県熊本市南区富合町新２５６－１,8614152,2020-12-22,,43A090,
A243310000703,A2(こども),43(熊本),3(私),1(本),そよかぜこども園,熊本県熊本市南区南高江１－１１－１２６,8614106,2020-12-22,,43A091,
A243310000712,A2(こども),43(熊本),3(私),1(本),こぐまこども園,熊本県熊本市北区四方寄町３９－１,8615515,2020-12-22,,43A092,
A243310000721,A2(こども),43(熊本),3(私),1(本),たつだの森保育園,熊本県熊本市北区龍田陳内３－３８－５０,8618005,2020-12-22,,43A093,
A243310000730,A2(こども),43(熊本),3(私),1(本),泉田こども園,熊本県人吉市北泉田町２２３－１,8680023,2020-12-22,,43A094,
A243310000749,A2(こども),43(熊本),3(私),1(本),みどりの森こども園,熊本県水俣市袋６７４,8670034,2020-12-22,,43A095,
A243310000758,A2(こども),43(熊本),3(私),1(本),西方寺認定こども園,熊本県水俣市葛渡２３,8670173,2020-12-22,,43A096,
A243310000767,A2(こども),43(熊本),3(私),1(本),はつの・あそびの森こども園,熊本県水俣市初野字宮前２３０,8670002,2020-12-22,,43A097,
A243310000776,A2(こども),43(熊本),3(私),1(本),菊池みゆきこども園,熊本県菊池市北宮３０８－１,8611305,2020-12-22,,43A098,
A243310000785,A2(こども),43(熊本),3(私),1(本),ひまわりメソドこども園,熊本県上天草市大矢野町登立１２５４１－２,8693601,2020-12-22,,43A099,
A243310000794,A2(こども),43(熊本),3(私),1(本),古城保育園,熊本県阿蘇市一の宮町手野１０３０,8692601,2020-12-22,,43A100,
A243310000801,A2(こども),43(熊本),3(私),1(本),錦こども園,熊本県球磨郡錦町大字西３６０４ー７,8680303,2020-12-22,,43A101,
A243310000810,A2(こども),43(熊本),3(私),1(本),一武こども園,熊本県球磨郡錦町大字一武２７５４,8680302,2020-12-22,,43A102,
A243310000829,A2(こども),43(熊本),3(私),1(本),山江保育園,熊本県球磨郡山江村山田丁１８９,8680092,2020-12-22,,43A103,
A243310000838,A2(こども),43(熊本),3(私),1(本),あさぎりこども園,熊本県球磨郡あさぎり町免田西２５９１,8680415,2020-12-22,,43A104,
A243310000847,A2(こども),43(熊本),3(私),1(本),小天保育園,熊本県玉名市天水町小天６６３８,8615401,2020-12-22,,43A105,
A243310000856,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園六華こども園,熊本県合志市野々島５０９９－２,8611103,2020-12-22,,43A106,
A243310000865,A2(こども),43(熊本),3(私),1(本),長洲しおかぜこども園,熊本県玉名郡長洲町長洲６０７,8690123,2020-12-22,,43A107,
A243310000874,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園大津音楽幼稚園,熊本県菊池郡大津町大津１６０４－３,8691233,2020-12-22,,43A108,
A243310000883,A2(こども),43(熊本),3(私),2(分),きよめ子どもの家,熊本県熊本市中央区神水１丁目１９番９号,8620954,2020-12-22,,43A109,
A243310000892,A2(こども),43(熊本),3(私),1(本),出仲間こども園,熊本県熊本市南区出仲間３丁目１－１１,8620963,2020-12-22,,43A110,
A243310000909,A2(こども),43(熊本),3(私),1(本),おぜきこども園,熊本県熊本市東区下南部２丁目２－１２３,8618019,2020-12-22,,43A111,
A243310000918,A2(こども),43(熊本),3(私),1(本),かわしりこども園,熊本県熊本市南区川尻５丁目４－２４,8614115,2020-12-22,,43A112,
A243310000927,A2(こども),43(熊本),3(私),1(本),くすの実こども園,熊本県熊本市北区楠４－３－１５,8618003,2020-12-22,,43A113,
A243310000936,A2(こども),43(熊本),3(私),1(本),清水ヶ丘こども園,熊本県熊本市北区兎谷１丁目３－８２,8618082,2020-12-22,,43A114,
A243310000945,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園城高保育園,熊本県熊本市西区城山大塘２丁目１－２４,8600067,2020-12-22,,43A115,
A243310000954,A2(こども),43(熊本),3(私),1(本),済生会しらふじ子ども園,熊本県熊本市南区白藤３－２－７０,8614112,2020-12-22,,43A116,
A243310000963,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園たつだ保育園,熊本県熊本市北区龍田弓削２－７－１００,8618007,2020-12-22,,43A117,
A243310000972,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園ひでみ保育園,熊本県熊本市北区鶴羽田３－１－７８,8615517,2020-12-22,,43A118,
A243310000981,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園わらべ,熊本県熊本市東区新南部２－２－５０,8618028,2020-12-22,,43A119,
A243310000990,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園第二桜ヶ丘こども園,熊本県熊本市中央区世安３－１０－７,8600827,2020-12-22,,43A120,
A243310001007,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園二岡保育園,熊本県熊本市東区戸島３－１１－６２,8618041,2020-12-22,,43A121,
A243310001016,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園本妙寺こども園,熊本県熊本市西区花園４－３－２３,8600072,2020-12-22,,43A122,
A243310001025,A2(こども),43(熊本),3(私),1(本),幼保連携型認定こども園愛保育園,熊本県熊本市南区近見３－１３－３０,8614101,2020-12-22,,43A123,
