公園_全国地方公共団体コード,地物・地点_ID,公園_ID,公園_名称,公園_名称（カナ）,公園_名称（英字）,公園_説明,緯度,経度,公園_座標参照系,公園_座標参照系コード,画像,公園_画像_ライセンス,公園_所在地,公園_面積（平方メートル）,公園_遊具,公園_トイレ,公園_駐車場,公園_備考,公園_市民レポート
352071,,kdpark000104,切戸川公園,キリトガワコウエン,,近隣公園,34.0138966,131.8634571,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/104kiritogawakouenn.jpg,CC BY 4.0,"下松市西柳三丁目4,5",2220, , ,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000105,下松公園,クダマツコウエン,,近隣公園,34.0133393,131.8748276,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/105kudamatukouenn.jpg,CC BY 4.0,下松市大字西豊井457,43728,ブランコ・シーソー・すべり台,1,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000106,瀧ノ口公園,タキノクチコウエン,,近隣公園,34.0331933,131.9099028,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/106takinogutikouenn.jpg,CC BY 4.0,下松市東陽六丁目5,36614,ブランコ・シーソー・すべり台・鉄棒,1,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000107,平田川公園,ヒラタガワコウエン,,近隣公園,34.0174889,131.8565177,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/107hiratagawakouenn.jpg,CC BY 4.0,"下松市せせらぎ町二丁目7,11、せせらぎ町三丁目14,16",4083,,,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000108,下松スポーツ公園,クダマツスポーツコウエン,,運動公園,34.0252302,131.885967,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/108kudamatusupo-tukouenn.jpg,CC BY 4.0,下松市大字河内10140,198240,複合遊具2・ソリ滑り・ネットクライミング・ロープクライミング・健康遊具,1,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000109,下松市海岸通り緑地（恋ヶ浜緑地）,クダマツシカイガンドオリリョクチ（コイガハマリョクチ）,,緩衝緑地,33.9928774,131.8791008,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/109koigahamaryokuti.jpg,CC BY 4.0,下松市大字東豊井551番1,50614,複合遊具2（児童用、幼児用）・乳幼児用遊具3・ブランコ・トランポリン・回転遊具・カームダウン遊具2・ミスト遊具,1,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000110,久保緑地,クボリョクチ,,都市緑地,34.0345587,131.9116556,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/110kuboryokuti.jpg,CC BY 4.0,下松市東陽四丁目20,35090, ,1,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000111,葉山緑地,ハヤマリョクチ,,都市緑地,34.0224108,131.9127421,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/111hayamaryokuti.jpg,CC BY 4.0,下松市葉山一丁目819番34,32256, ,1,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000112,ふくしの里親水池緑地,フクシノサトシンスイチリョクチ,,都市緑地,34.0338716,131.877447,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/112hukusinosatosinnsuitiryokuti.jpg,CC BY 4.0,下松市生野屋南一丁目1,9914, , ,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000113,笠戸瀬戸緑地,カサドセトリョクチ,,都市緑地,33.9873153,131.858457,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/113kasadosetoryokuti.jpg,CC BY 4.0,下松市大字笠戸島10048番1,866, ,,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000114,青柳緑地,アオヤギリョクチ,,都市緑地,34.0046681,131.8712997,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/114aoyagiryokuti.jpg,CC BY 4.0,下松市青柳一丁目4,464, , ,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000115,チェリーパーク,チェリーパーク,,都市緑地,34.015689,131.8678623,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/115cheri-pa-ku.jpg,CC BY 4.0,下松市西柳一丁目1,1710, , ,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000116,朝日台緑地,アサヒダイリョクチ,,都市緑地,34.025388,131.8418276,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/116asahidairyokuti.jpg,CC BY 4.0,下松市大字末武中10040番17,325, , ,,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000117,大城岬緑地,オオジョウミサキリョクチ,,都市緑地,33.9668205,131.8414874,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/117-1oojoumisakiryokuti.jpg,CC BY 4.0,下松市大字笠戸島10014番10,13000, ,,1,,https://logoform.jp/form/AcMw/kdmtparkreport
352071,,kdpark000118,天王森古墳公園,テンノウモリコフンコウエン,,街区公園,34.020462,131.8690081,世界測地系,,https://www.city.kudamatsu.lg.jp/toshiseibi/documents/118tennoumorikofunkouenn.jpg,CC BY 4.0,下松市桜町三丁目1834番5,3455,すべり台・鉄棒,,,,https://logoform.jp/form/AcMw/kdmtparkreport
,,,,,,,,,,,,,,,,,,,
